date,subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
2019_Oct_16,205,001,0,source,0,MONEY,HF,target,right,yellow,imageability,conservative,no,8,1,2.49250654577,-,-
2019_Oct_16,205,001,0,source,1,MERELY,HF,target,left,aqua,pleasantness,conservative,no,8,0,1.33320172129,-,-
2019_Oct_16,205,001,0,source,2,LOLLED,LF,target,right,yellow,imageability,liberal,no,9,1,1.31989790719,-,-
2019_Oct_16,205,001,0,source,3,TULIPS,LF,target,right,yellow,imageability,conservative,no,9,1,1.06657406165,-,-
2019_Oct_16,205,001,0,source,4,ANAEMIC,LF,target,right,yellow,imageability,liberal,no,9,1,1.38627840015,-,-
2019_Oct_16,205,001,0,source,5,EDUCATION,HF,target,right,yellow,imageability,conservative,no,9,1,0.919838736759,-,-
2019_Oct_16,205,001,0,source,6,GYMKHANA,LF,target,right,yellow,imageability,conservative,no,8,1,1.57313303374,-,-
2019_Oct_16,205,001,0,source,7,SAYING,HF,target,right,yellow,imageability,liberal,no,8,1,1.33322738381,-,-
2019_Oct_16,205,001,0,source,8,SHIELDING,LF,target,left,aqua,pleasantness,conservative,no,2,1,1.74610461361,-,-
2019_Oct_16,205,001,0,source,9,SOUND,HF,target,right,yellow,imageability,liberal,no,2,0,1.47955137525,-,-
2019_Oct_16,205,001,0,source,10,OFTEN,HF,target,right,yellow,imageability,liberal,no,2,0,1.45312521767,-,-
2019_Oct_16,205,001,0,source,11,KINDEST,LF,target,right,yellow,imageability,conservative,yes,1,0,1.7597266429,-,-
2019_Oct_16,205,001,0,source,12,GAPED,LF,target,left,aqua,pleasantness,liberal,no,1,1,1.45291551827,-,-
2019_Oct_16,205,001,0,source,13,CABLED,LF,target,left,aqua,pleasantness,liberal,no,7,0,1.50650911349,-,-
2019_Oct_16,205,001,0,source,14,PAVILIONS,LF,target,left,aqua,pleasantness,liberal,no,7,0,1.54645831638,-,-
2019_Oct_16,205,001,0,source,15,FLOOR,HF,target,left,aqua,pleasantness,conservative,no,3,1,1.26659796445,-,-
2019_Oct_16,205,001,0,source,16,LIQUEUR,LF,target,left,aqua,pleasantness,liberal,no,8,0,2.86568313247,-,-
2019_Oct_16,205,001,0,source,17,BECAME,HF,target,left,aqua,pleasantness,conservative,no,1,1,1.66654825249,-,-
2019_Oct_16,205,001,0,source,18,ECONOMIC,HF,target,right,yellow,imageability,conservative,yes,3,0,1.35953292757,-,-
2019_Oct_16,205,001,0,source,19,POINT,HF,target,left,aqua,pleasantness,liberal,no,2,1,2.30611273763,-,-
2019_Oct_16,205,001,0,source,20,REIGNING,LF,target,left,aqua,pleasantness,liberal,no,8,0,1.55974709959,-,-
2019_Oct_16,205,001,0,source,21,INVOLVED,HF,target,left,aqua,pleasantness,conservative,no,7,0,1.75945462024,-,-
2019_Oct_16,205,001,0,source,22,THEORY,HF,target,right,yellow,imageability,liberal,no,7,1,1.18655841485,-,-
2019_Oct_16,205,001,0,source,23,OLDER,HF,target,right,yellow,imageability,liberal,no,9,1,0.999955273903,-,-
2019_Oct_16,205,001,0,source,24,PEDALLING,LF,target,left,aqua,pleasantness,conservative,no,2,1,1.466499787,-,-
2019_Oct_16,205,001,0,source,25,CATALYST,LF,target,right,yellow,imageability,conservative,no,9,1,1.09327664117,-,-
2019_Oct_16,205,001,0,source,26,SHALL,HF,target,left,aqua,pleasantness,liberal,no,9,0,1.63983504136,-,-
2019_Oct_16,205,001,0,source,27,GETTING,HF,target,left,aqua,pleasantness,liberal,yes,7,0,1.13327460284,-,-
