date,subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
2019_Nov_06,31,001,0,source,0,PEOPLED,LF,target,left,aqua,imageability,conservative,no,3,1,4.08342712303,-,-
2019_Nov_06,31,001,0,source,1,NORTH,HF,target,right,yellow,pleasantness,conservative,no,8,1,3.78314454415,-,-
2019_Nov_06,31,001,0,source,2,REACHED,HF,target,left,aqua,imageability,conservative,no,2,1,3.8498618267,-,-
2019_Nov_06,31,001,0,source,3,ICEBOX,LF,target,left,aqua,imageability,liberal,no,3,1,3.8500663921,-,-
2019_Nov_06,31,001,0,source,4,QUICKLY,HF,target,left,aqua,imageability,conservative,no,2,1,2.15020342893,-,-
2019_Nov_06,31,001,0,source,5,EXACTLY,HF,target,right,yellow,pleasantness,conservative,no,8,1,2.6834280762,-,-
2019_Nov_06,31,001,0,source,6,JOSTLED,LF,target,right,yellow,pleasantness,conservative,no,9,1,2.05011009138,-,-
2019_Nov_06,31,001,0,source,7,EATERS,LF,target,left,aqua,imageability,conservative,no,2,1,2.15026208567,-,-
2019_Nov_06,31,001,0,source,8,INFECT,LF,target,left,aqua,imageability,conservative,no,1,1,1.63348735617,-,-
2019_Nov_06,31,001,0,source,9,CARRIED,HF,target,right,yellow,pleasantness,liberal,no,7,1,2.98324983301,-,-
2019_Nov_06,31,001,0,source,10,HIPPY,LF,target,left,aqua,imageability,liberal,no,1,1,1.43354483978,-,-
2019_Nov_06,31,001,0,source,11,JEERED,LF,target,right,yellow,pleasantness,conservative,no,8,1,1.73350224032,-,-
2019_Nov_06,31,001,0,source,12,MESSED,LF,target,right,yellow,pleasantness,conservative,no,8,1,2.31681754893,-,-
2019_Nov_06,31,001,0,source,13,RADIAL,LF,target,left,aqua,imageability,liberal,no,2,1,1.63348259031,-,-
2019_Nov_06,31,001,0,source,14,PLIABLE,LF,target,right,yellow,pleasantness,conservative,no,8,1,1.30016306575,-,-
2019_Nov_06,31,001,0,source,15,ROUND,HF,target,left,aqua,imageability,liberal,no,2,1,2.11683213979,-,-
2019_Nov_06,31,001,0,source,16,APART,HF,target,right,yellow,pleasantness,conservative,no,3,0,2.33348596307,-,-
2019_Nov_06,31,001,0,source,17,FARAWAY,LF,target,left,aqua,imageability,liberal,yes,3,1,2.26678554434,-,-
2019_Nov_06,31,001,0,source,18,ALREADY,HF,target,left,aqua,imageability,conservative,no,2,1,3.36683892198,-,-
2019_Nov_06,31,001,0,source,19,BROUGHT,HF,target,left,aqua,imageability,conservative,no,8,0,2.50018953461,-,-
2019_Nov_06,31,001,0,source,20,FICKLE,LF,target,left,aqua,imageability,liberal,no,2,1,1.86689501249,-,-
2019_Nov_06,31,001,0,source,21,BEECHES,LF,target,left,aqua,imageability,conservative,yes,2,1,1.4168419648,-,-
2019_Nov_06,31,001,0,source,22,HOWEVER,HF,target,left,aqua,imageability,liberal,no,8,0,2.84992121666,-,-
2019_Nov_06,31,001,0,source,23,FOLLOWED,HF,target,right,yellow,pleasantness,conservative,no,1,0,3.43322039466,-,-
2019_Nov_06,31,001,0,source,24,USUAL,HF,target,right,yellow,pleasantness,liberal,no,9,1,2.76681707234,-,-
2019_Nov_06,31,001,0,source,25,FOOLHARDY,LF,target,left,aqua,imageability,conservative,no,3,1,3.25011566377,-,-
2019_Nov_06,31,001,0,source,26,SAYING,HF,target,right,yellow,pleasantness,liberal,no,2,0,2.1001288982,-,-
2019_Nov_06,31,001,0,source,27,DOING,HF,target,left,aqua,imageability,conservative,yes,3,1,0.933345040242,-,-
2019_Nov_06,31,001,0,source,28,KIBBUTZIM,LF,target,right,yellow,pleasantness,liberal,no,9,1,2.53343581156,-,-
2019_Nov_06,31,001,0,source,29,HEDGED,LF,target,right,yellow,pleasantness,conservative,no,9,1,2.1668267507,-,-
2019_Nov_06,31,001,0,source,30,WAITING,HF,target,right,yellow,pleasantness,conservative,no,2,0,3.65011617702,-,-
2019_Nov_06,31,001,0,source,31,TURNED,HF,target,right,yellow,pleasantness,liberal,no,7,1,3.88341165231,-,-
2019_Nov_06,31,001,0,source,32,HORDE,LF,target,right,yellow,pleasantness,liberal,no,8,1,1.30012970473,-,-
2019_Nov_06,31,001,0,source,33,FLUFF,LF,target,right,yellow,pleasantness,liberal,no,9,1,1.43354044053,-,-
2019_Nov_06,31,001,0,source,34,WICKEDLY,LF,target,right,yellow,pleasantness,liberal,no,7,1,3.45014066621,-,-
2019_Nov_06,31,001,0,source,35,ELLIPSE,LF,target,right,yellow,pleasantness,liberal,no,8,1,1.45026971105,-,-
2019_Nov_06,31,001,0,source,36,EVIDENCE,HF,target,left,aqua,imageability,liberal,no,2,1,2.61664553802,-,-
2019_Nov_06,31,001,0,source,37,QUESTION,HF,target,right,yellow,pleasantness,liberal,no,7,1,2.36676816728,-,-
2019_Nov_06,31,001,0,source,38,SCHOOL,HF,target,left,aqua,imageability,liberal,no,2,1,2.38353263185,-,-
2019_Nov_06,31,001,0,source,39,EXUDED,LF,target,right,yellow,pleasantness,conservative,no,8,1,1.46689486585,-,-
2019_Nov_06,31,001,0,source,40,LONGER,HF,target,left,aqua,imageability,conservative,no,2,1,3.13339717143,-,-
2019_Nov_06,31,001,0,source,41,TODAY,HF,target,left,aqua,imageability,liberal,no,2,1,3.8501521776,-,-
2019_Nov_06,31,001,0,source,42,FAMILY,HF,target,right,yellow,pleasantness,conservative,yes,2,0,0.900226708323,-,-
2019_Nov_06,31,001,0,source,43,FORCE,HF,target,left,aqua,imageability,liberal,no,9,0,2.03345780784,-,-
2019_Nov_06,31,001,0,source,44,GADGET,LF,target,right,yellow,pleasantness,liberal,no,9,1,3.43343119234,-,-
2019_Nov_06,31,001,0,source,45,ROWAN,LF,target,left,aqua,imageability,liberal,no,3,1,2.08354883577,-,-
2019_Nov_06,31,001,0,source,46,EUPHEMISM,LF,target,left,aqua,imageability,conservative,no,2,1,3.63340926938,-,-
2019_Nov_06,31,001,0,source,47,ENOUGH,HF,target,right,yellow,pleasantness,liberal,no,8,1,1.68331149592,-,-
2019_Nov_06,31,001,0,recog,0,NORTH,HF,target,right,yellow,pleasantness,conservative,no,z,1,2.25010429903,1,1
2019_Nov_06,31,001,0,recog,1,ADENOIDS,LF,lure,-,-,-,liberal,no,m,1,1.3667700003,1,2
2019_Nov_06,31,001,0,recog,2,CRUCIALLY,LF,lure,-,-,-,conservative,no,m,1,1.40028243223,3,5
2019_Nov_06,31,001,0,recog,3,FORCE,HF,target,left,aqua,imageability,liberal,no,z,1,3.6667479307,3,8
2019_Nov_06,31,001,0,recog,4,TURNED,HF,target,right,yellow,pleasantness,liberal,no,z,1,1.40020031279,3,11
2019_Nov_06,31,001,0,recog,5,AVENGE,LF,lure,-,-,-,conservative,no,m,1,1.25032316201,3,14
2019_Nov_06,31,001,0,recog,6,CANNOT,HF,lure,-,-,-,liberal,no,z,0,2.04991909035,-1,13
2019_Nov_06,31,001,0,recog,7,DOODLE,LF,lure,-,-,-,liberal,no,m,1,1.3501606095,1,14
2019_Nov_06,31,001,0,recog,8,HIPPY,LF,target,left,aqua,imageability,liberal,no,z,1,1.11683837207,3,17
2019_Nov_06,31,001,0,recog,9,DUBIOUSLY,LF,lure,-,-,-,conservative,no,m,1,2.5334710056,3,20
2019_Nov_06,31,001,0,recog,10,DOCTOR,HF,lure,-,-,-,liberal,no,m,1,1.15018619851,1,21
2019_Nov_06,31,001,0,recog,11,TWOFOLD,LF,lure,-,-,-,liberal,no,m,1,1.03356155696,1,22
2019_Nov_06,31,001,0,recog,12,ADMIRALS,LF,lure,-,-,-,conservative,no,m,1,1.26691788862,3,25
2019_Nov_06,31,001,0,recog,13,AHEAD,HF,lure,-,-,-,conservative,no,m,1,0.850213033969,3,28
2019_Nov_06,31,001,0,recog,14,PLACE,HF,lure,-,-,-,liberal,no,m,1,1.05029962599,1,29
2019_Nov_06,31,001,0,recog,15,HOWEVER,HF,target,left,aqua,imageability,liberal,no,z,1,1.150303512,3,32
2019_Nov_06,31,001,0,recog,16,MAPPED,LF,lure,-,-,-,conservative,no,z,0,1.48353431823,-3,29
2019_Nov_06,31,001,0,recog,17,ANNALS,LF,lure,-,-,-,liberal,no,m,1,1.78348035402,1,30
2019_Nov_06,31,001,0,recog,18,FICKLE,LF,target,left,aqua,imageability,liberal,no,z,1,1.15021919293,3,33
