date,subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
2019_Apr_04,104,001,0,source,0,OPPOSES,LF,target,right,aqua,pleasantness,conservative,no,7,1,3.78550511157,-,-
2019_Apr_04,104,001,0,source,1,DIFFERENT,HF,target,right,aqua,pleasantness,liberal,no,7,1,3.14585293141,-,-
2019_Apr_04,104,001,0,source,2,PIECE,HF,target,left,yellow,imageability,conservative,no,1,1,3.05249008884,-,-
2019_Apr_04,104,001,0,source,3,ANSWER,HF,target,left,yellow,imageability,liberal,no,8,0,3.46570303409,-,-
2019_Apr_04,104,001,0,source,4,RETURN,HF,target,left,yellow,imageability,conservative,no,2,1,3.49234859411,-,-
2019_Apr_04,104,001,0,source,5,TALKING,HF,target,right,aqua,pleasantness,conservative,no,9,1,3.59872590216,-,-
2019_Apr_04,104,001,0,source,6,WANTED,HF,target,left,yellow,imageability,liberal,no,8,0,2.62598515838,-,-
2019_Apr_04,104,001,0,source,7,MICROCOSM,LF,target,right,aqua,pleasantness,conservative,yes,7,1,2.58600838645,-,-
2019_Apr_04,104,001,0,source,8,ALMOST,HF,target,right,aqua,pleasantness,conservative,no,7,1,3.46564291093,-,-
2019_Apr_04,104,001,0,source,9,QUESTION,HF,target,left,yellow,imageability,conservative,no,1,1,1.8662824161,-,-
2019_Apr_04,104,001,0,source,10,LOWED,LF,target,left,yellow,imageability,conservative,no,1,1,1.17324636493,-,-
2019_Apr_04,104,001,0,source,11,MOVED,HF,target,left,yellow,imageability,liberal,yes,3,1,4.39839038557,-,-
2019_Apr_04,104,001,0,source,12,SWAGGER,LF,target,left,yellow,imageability,liberal,no,1,1,1.65325211329,-,-
2019_Apr_04,104,001,0,source,13,ZEBRA,LF,target,left,yellow,imageability,conservative,no,1,1,0.826497378411,-,-
2019_Apr_04,104,001,0,source,14,DRYER,LF,target,left,yellow,imageability,liberal,no,1,1,0.759853050187,-,-
2019_Apr_04,104,001,0,source,15,FLOOR,HF,target,left,yellow,imageability,conservative,no,1,1,2.38613515834,-,-
2019_Apr_04,104,001,0,source,16,HORDE,LF,target,left,yellow,imageability,conservative,no,1,1,2.50604054501,-,-
2019_Apr_04,104,001,0,source,17,SAYING,HF,target,right,aqua,pleasantness,conservative,no,9,1,2.82590787811,-,-
2019_Apr_04,104,001,0,source,18,MONEY,HF,target,left,yellow,imageability,conservative,no,1,1,3.69202055626,-,-
2019_Apr_04,104,001,0,source,19,IDEAS,HF,target,left,yellow,imageability,liberal,no,8,0,2.21280080829,-,-
