date,subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
2019_Mar_27,102,001,0,source,0,RUNNING,HF,target,right,aqua,imageability,conservative,no,None,-1,-1,-,-
2019_Mar_27,102,001,0,source,1,RALLIED,LF,target,left,yellow,pleasantness,conservative,no,1,1,5.1184605977,-,-
2019_Mar_27,102,001,0,source,2,RAYON,LF,target,right,aqua,imageability,liberal,yes,7,1,1.39981427808,-,-
2019_Mar_27,102,001,0,source,3,ADVERSELY,LF,target,left,yellow,pleasantness,conservative,no,2,1,4.33169913195,-,-
2019_Mar_27,102,001,0,source,4,FAKING,LF,target,right,aqua,imageability,conservative,yes,7,1,0.973396966127,-,-
2019_Mar_27,102,001,0,source,5,TABLE,HF,target,left,yellow,pleasantness,conservative,no,7,0,2.3327410224,-,-
2019_Mar_27,102,001,0,source,6,LOCAL,HF,target,left,yellow,pleasantness,conservative,no,7,0,3.2257536842,-,-
2019_Mar_27,102,001,0,source,7,POSITION,HF,target,right,aqua,imageability,liberal,no,1,0,1.05307812272,-,-
2019_Mar_27,102,001,0,source,8,NECESSARY,HF,target,right,aqua,imageability,liberal,no,3,0,3.19904396836,-,-
2019_Mar_27,102,001,0,source,9,PHOBIC,LF,target,left,yellow,pleasantness,conservative,no,7,0,1.71967134625,-,-
2019_Mar_27,102,001,0,source,10,MEANS,HF,target,left,yellow,pleasantness,conservative,no,7,0,1.4262483072,-,-
2019_Mar_27,102,001,0,source,11,LOTTERY,LF,target,right,aqua,imageability,conservative,no,2,0,1.43985263959,-,-
2019_Mar_27,102,001,0,source,12,JUDICIOUS,LF,target,right,aqua,imageability,conservative,no,8,1,3.45234029418,-,-
2019_Mar_27,102,001,0,source,13,BUMBLING,LF,target,left,yellow,pleasantness,liberal,no,3,1,2.11950505438,-,-
2019_Mar_27,102,001,0,source,14,SPUDS,LF,target,left,yellow,pleasantness,conservative,no,2,1,1.53303327964,-,-
2019_Mar_27,102,001,0,source,15,RUINOUS,LF,target,right,aqua,imageability,conservative,no,8,1,2.14620890453,-,-
2019_Mar_27,102,001,0,source,16,TOOTHACHE,LF,target,left,yellow,pleasantness,liberal,no,1,1,1.43964184191,-,-
2019_Mar_27,102,001,0,source,17,UNLESS,HF,target,right,aqua,imageability,liberal,no,7,1,1.17322656828,-,-
2019_Mar_27,102,001,0,source,18,HEMMED,LF,target,right,aqua,imageability,liberal,no,3,0,1.53286720773,-,-
2019_Mar_27,102,001,0,source,19,VISCOUS,LF,target,right,aqua,imageability,conservative,no,8,1,2.02602086567,-,-
2019_Mar_27,102,001,0,source,20,FACILE,LF,target,left,yellow,pleasantness,liberal,no,2,1,1.59975092879,-,-
2019_Mar_27,102,001,0,source,21,DRAFTING,LF,target,right,aqua,imageability,liberal,no,7,1,1.13327619189,-,-
2019_Mar_27,102,001,0,source,22,HAPPEN,HF,target,left,yellow,pleasantness,liberal,no,3,1,0.920232324706,-,-
2019_Mar_27,102,001,0,source,23,RECENT,HF,target,left,yellow,pleasantness,liberal,no,3,1,1.37283694084,-,-
2019_Mar_27,102,001,0,source,24,TRYING,HF,target,left,yellow,pleasantness,liberal,no,3,1,1.71945284987,-,-
2019_Mar_27,102,001,0,source,25,HIMSELF,HF,target,right,aqua,imageability,conservative,no,8,1,2.21290785685,-,-
2019_Mar_27,102,001,0,source,26,GIVEN,HF,target,left,yellow,pleasantness,conservative,no,2,1,0.999941343254,-,-
2019_Mar_27,102,001,0,source,27,CAPITAL,HF,target,right,aqua,imageability,liberal,no,7,1,1.47978285273,-,-
2019_Mar_27,102,001,0,source,28,ARPEGGIO,LF,target,right,aqua,imageability,liberal,no,7,1,1.7727436033,-,-
2019_Mar_27,102,001,0,source,29,TAKEN,HF,target,left,yellow,pleasantness,liberal,no,2,1,0.880146671194,-,-
2019_Mar_27,102,001,0,source,30,WHOLE,HF,target,right,aqua,imageability,liberal,no,2,0,1.5597301643,-,-
2019_Mar_27,102,001,0,source,31,NIPPED,LF,target,left,yellow,pleasantness,liberal,yes,3,1,0.880073350261,-,-
2019_Mar_27,102,001,0,source,32,CHAIR,HF,target,right,aqua,imageability,conservative,no,7,1,1.83972704083,-,-
2019_Mar_27,102,001,0,source,33,UPKEEP,LF,target,left,yellow,pleasantness,conservative,yes,7,0,0.640168726128,-,-
2019_Mar_27,102,001,0,source,34,EARLIER,HF,target,right,aqua,imageability,conservative,no,8,1,2.33256981803,-,-
2019_Mar_27,102,001,0,source,35,DEGREE,HF,target,left,yellow,pleasantness,liberal,no,2,1,0.773536935787,-,-
2019_Mar_27,102,001,0,source,36,PIECE,HF,target,left,yellow,pleasantness,conservative,no,3,1,1.47990383227,-,-
2019_Mar_27,102,001,0,source,37,ERUDITE,LF,target,left,yellow,pleasantness,liberal,no,9,0,1.13301516937,-,-
2019_Mar_27,102,001,0,source,38,NEARLY,HF,target,right,aqua,imageability,conservative,no,2,0,1.73296699752,-,-
2019_Mar_27,102,001,0,source,39,OUTSIDE,HF,target,right,aqua,imageability,liberal,no,8,1,0.85338709713,-,-
2019_Mar_27,102,001,0,source,40,DETACH,LF,target,left,yellow,pleasantness,conservative,no,7,0,1.26661470657,-,-
2019_Mar_27,102,001,0,source,41,CUBED,LF,target,right,aqua,imageability,liberal,no,7,1,1.61308727317,-,-
2019_Mar_27,102,001,0,source,42,SCOFFED,LF,target,right,aqua,imageability,liberal,no,7,1,0.999998533582,-,-
2019_Mar_27,102,001,0,source,43,FIELD,HF,target,left,yellow,pleasantness,conservative,no,2,1,1.78633400471,-,-
2019_Mar_27,102,001,0,source,44,BLACK,HF,target,right,aqua,imageability,conservative,no,7,1,1.97289251811,-,-
2019_Mar_27,102,001,0,source,45,PESTERED,LF,target,right,aqua,imageability,conservative,no,2,0,2.9858523595,-,-
2019_Mar_27,102,001,0,source,46,ISOLATING,LF,target,left,yellow,pleasantness,liberal,no,7,0,2.07932188402,-,-
2019_Mar_27,102,001,0,source,47,BRING,HF,target,left,yellow,pleasantness,liberal,no,2,1,1.07969802041,-,-
2019_Mar_27,102,001,0,recog,0,PIECE,HF,target,left,yellow,pleasantness,conservative,no,m,0,2.30612589057,-1,-1
2019_Mar_27,102,001,0,recog,1,EARLIER,HF,target,right,aqua,imageability,conservative,no,m,0,4.69184055337,-1,-2
2019_Mar_27,102,001,0,recog,2,DAMASK,LF,lure,-,-,-,liberal,no,z,0,4.03873838138,-1,-3
2019_Mar_27,102,001,0,recog,3,GIVEN,HF,target,left,yellow,pleasantness,conservative,no,z,1,4.66520489168,1,-2
2019_Mar_27,102,001,0,recog,4,LOCAL,HF,target,left,yellow,pleasantness,conservative,no,z,1,1.14654728064,1,-1
2019_Mar_27,102,001,0,recog,5,HILLSIDES,LF,lure,-,-,-,conservative,no,m,1,1.0000311614,3,2
2019_Mar_27,102,001,0,recog,6,RUINOUS,LF,target,right,aqua,imageability,conservative,no,z,1,2.23949695975,1,3
2019_Mar_27,102,001,0,recog,7,ACORNS,LF,lure,-,-,-,conservative,no,m,1,0.946829859511,3,6
2019_Mar_27,102,001,0,recog,8,BRING,HF,target,left,yellow,pleasantness,liberal,no,z,1,1.91957463594,3,9
2019_Mar_27,102,001,0,recog,9,SCOFFED,LF,target,right,aqua,imageability,liberal,no,z,1,4.11874471631,3,12
2019_Mar_27,102,001,0,recog,10,MEANS,HF,target,left,yellow,pleasantness,conservative,no,z,1,1.83964198855,1,13
2019_Mar_27,102,001,0,recog,11,BIRCHES,LF,lure,-,-,-,conservative,no,m,1,1.1466154691,3,16
2019_Mar_27,102,001,0,recog,12,AMONG,HF,lure,-,-,-,conservative,no,z,0,2.10615661205,-3,13
2019_Mar_27,102,001,0,recog,13,ARPEGGIO,LF,target,right,aqua,imageability,liberal,no,z,1,1.46639811653,3,16
2019_Mar_27,102,001,0,recog,14,BLACK,HF,target,right,aqua,imageability,conservative,no,z,1,1.42653829149,1,17
2019_Mar_27,102,001,0,recog,15,CHAIR,HF,target,right,aqua,imageability,conservative,no,z,1,1.58642594916,1,18
2019_Mar_27,102,001,0,recog,16,ADVERSELY,LF,target,left,yellow,pleasantness,conservative,no,m,0,1.94604752516,-1,17
2019_Mar_27,102,001,0,recog,17,HISTORY,HF,lure,-,-,-,conservative,no,m,1,2.06625572728,3,20
2019_Mar_27,102,001,0,recog,18,RECENT,HF,target,left,yellow,pleasantness,liberal,no,z,1,2.13299683913,3,23
2019_Mar_27,102,001,0,recog,19,RALLIED,LF,target,left,yellow,pleasantness,conservative,no,m,0,4.2653040949,-1,22
2019_Mar_27,102,001,0,recog,20,POINT,HF,lure,-,-,-,conservative,no,z,0,1.14678704009,-3,19
2019_Mar_27,102,001,0,recog,21,REACHED,HF,lure,-,-,-,conservative,no,m,1,2.34623097414,3,22
2019_Mar_27,102,001,0,recog,22,UPSTART,LF,lure,-,-,-,liberal,no,m,1,1.13329012286,1,23
2019_Mar_27,102,001,0,recog,23,CASES,HF,lure,-,-,-,conservative,no,m,1,2.38608933276,3,26
2019_Mar_27,102,001,0,recog,24,OUTSIDE,HF,target,right,aqua,imageability,liberal,no,z,1,1.09334267931,3,29
2019_Mar_27,102,001,0,recog,25,DETACH,LF,target,left,yellow,pleasantness,conservative,no,z,1,3.73193390558,1,30
2019_Mar_27,102,001,0,recog,26,CAUGHT,HF,lure,-,-,-,conservative,no,m,1,1.37313095779,3,33
2019_Mar_27,102,001,0,recog,27,WHOLE,HF,target,right,aqua,imageability,liberal,no,z,1,1.27982090629,3,36
2019_Mar_27,102,001,0,recog,28,JUDICIOUS,LF,target,right,aqua,imageability,conservative,yes,m,0,1.30638288044,-1,35
2019_Mar_27,102,001,0,recog,29,ERUDITE,LF,target,left,yellow,pleasantness,liberal,no,z,1,1.62614169857,3,38
2019_Mar_27,102,001,0,recog,30,HUMAN,HF,lure,-,-,-,conservative,no,m,1,1.4397510901,3,41
2019_Mar_27,102,001,0,recog,31,ISOLATING,LF,target,left,yellow,pleasantness,liberal,no,z,1,1.33332868967,3,44
