date,subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
2019_Oct_17,206,001,0,source,0,COWARDS,LF,target,right,aqua,imageability,liberal,yes,8,1,2.19946923172,-,-
2019_Oct_17,206,001,0,source,1,FORCE,HF,target,left,yellow,pleasantness,liberal,no,1,1,3.45232433835,-,-
2019_Oct_17,206,001,0,source,2,APART,HF,target,left,yellow,pleasantness,liberal,no,1,1,2.97224812886,-,-
2019_Oct_17,206,001,0,source,3,ECHELONS,LF,target,right,aqua,imageability,liberal,no,9,1,2.97256963997,-,-
2019_Oct_17,206,001,0,source,4,SAPLINGS,LF,target,left,yellow,pleasantness,liberal,no,1,1,1.90602270594,-,-
2019_Oct_17,206,001,0,source,5,MINISTER,HF,target,left,yellow,pleasantness,conservative,no,1,1,1.94603745806,-,-
2019_Oct_17,206,001,0,source,6,ACIDITY,LF,target,left,yellow,pleasantness,liberal,no,1,1,3.22545114204,-,-
2019_Oct_17,206,001,0,source,7,PALATABLE,LF,target,right,aqua,imageability,conservative,no,7,1,2.22614182269,-,-
2019_Oct_17,206,001,0,source,8,JEALOUSLY,LF,target,left,yellow,pleasantness,liberal,no,None,-1,-1,-,-
2019_Oct_17,206,001,0,source,9,LONGER,HF,target,right,aqua,imageability,liberal,no,9,1,2.39941504775,-,-
2019_Oct_17,206,001,0,source,10,GLIDED,LF,target,left,yellow,pleasantness,conservative,no,1,1,1.8530213979,-,-
2019_Oct_17,206,001,0,source,11,ANTELOPES,LF,target,left,yellow,pleasantness,conservative,no,1,1,1.30632126769,-,-
2019_Oct_17,206,001,0,source,12,STOOD,HF,target,left,yellow,pleasantness,conservative,no,9,0,4.13214179923,-,-
2019_Oct_17,206,001,0,source,13,RANGE,HF,target,left,yellow,pleasantness,conservative,no,3,1,3.11890155381,-,-
2019_Oct_17,206,001,0,source,14,PEACEABLY,LF,target,right,aqua,imageability,conservative,no,8,1,2.93252885901,-,-
2019_Oct_17,206,001,0,source,15,GIVEN,HF,target,right,aqua,imageability,conservative,no,8,1,1.82635393937,-,-
2019_Oct_17,206,001,0,source,16,DEBACLE,LF,target,right,aqua,imageability,conservative,no,8,1,1.30653169799,-,-
2019_Oct_17,206,001,0,source,17,ZENITH,LF,target,left,yellow,pleasantness,liberal,no,9,0,2.21281872492,-,-
2019_Oct_17,206,001,0,source,18,ENERGY,HF,target,right,aqua,imageability,conservative,no,1,0,2.74594610051,-,-
2019_Oct_17,206,001,0,source,19,SHORT,HF,target,left,yellow,pleasantness,liberal,yes,2,1,1.69301481371,-,-
2019_Oct_17,206,001,0,source,20,AUBURN,LF,target,right,aqua,imageability,conservative,no,9,1,2.11952734567,-,-
2019_Oct_17,206,001,0,source,21,LOOKED,HF,target,right,aqua,imageability,liberal,no,9,1,1.11967618662,-,-
2019_Oct_17,206,001,0,source,22,WRONG,HF,target,left,yellow,pleasantness,conservative,no,2,1,2.4927837803,-,-
2019_Oct_17,206,001,0,source,23,FOUND,HF,target,left,yellow,pleasantness,liberal,no,3,1,4.82543779768,-,-
2019_Oct_17,206,001,0,source,24,WAITING,HF,target,left,yellow,pleasantness,conservative,no,8,0,1.1199720355,-,-
2019_Oct_17,206,001,0,source,25,RETURN,HF,target,right,aqua,imageability,conservative,no,1,0,3.78530133326,-,-
2019_Oct_17,206,001,0,source,26,DEVELOPED,HF,target,left,yellow,pleasantness,liberal,no,1,1,3.78542047934,-,-
2019_Oct_17,206,001,0,source,27,FIELD,HF,target,left,yellow,pleasantness,liberal,no,1,1,0.959987814106,-,-
2019_Oct_17,206,001,0,source,28,UNEARTHED,LF,target,left,yellow,pleasantness,conservative,yes,8,0,1.99955164414,-,-
2019_Oct_17,206,001,0,source,29,BEAUTIFUL,HF,target,right,aqua,imageability,conservative,no,1,0,3.25252956289,-,-
2019_Oct_17,206,001,0,source,30,WEEKS,HF,target,right,aqua,imageability,liberal,no,8,1,4.10545784355,-,-
