subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
114,001,0,source,0,FRIEND,HF,target,right,aqua,imageability,liberal,no,None,-1,-1,-,-
114,001,0,source,1,YACHTING,LF,target,right,aqua,imageability,liberal,no,2,0,6.23785924772,-,-
114,001,0,source,2,HEALTH,HF,target,left,yellow,pleasantness,liberal,no,8,0,4.3319515902,-,-
114,001,0,source,3,FRUGAL,LF,target,right,aqua,imageability,liberal,no,3,0,3.41239587433,-,-
114,001,0,source,4,STRAIGHT,HF,target,left,yellow,pleasantness,liberal,no,8,0,3.50525604957,-,-
114,001,0,source,5,WHITE,HF,target,right,aqua,imageability,liberal,no,1,0,3.47893327527,-,-
114,001,0,source,6,WOMAN,HF,target,left,yellow,pleasantness,conservative,no,1,1,3.30553019856,-,-
114,001,0,source,7,EARLIER,HF,target,right,aqua,imageability,conservative,no,1,0,3.25239082979,-,-
114,001,0,source,8,NEGATION,LF,target,left,yellow,pleasantness,conservative,no,8,0,4.1985959672,-,-
114,001,0,source,9,CARRIED,HF,target,right,aqua,imageability,liberal,no,9,1,2.83926064096,-,-
114,001,0,source,10,BOWER,LF,target,left,yellow,pleasantness,conservative,no,3,1,3.26543728559,-,-
114,001,0,source,11,EXACTLY,HF,target,left,yellow,pleasantness,liberal,no,1,1,3.41228552553,-,-
114,001,0,source,12,LEVEL,HF,target,right,aqua,imageability,conservative,no,7,1,3.0923857853,-,-
114,001,0,source,13,SIGNPOST,LF,target,left,yellow,pleasantness,liberal,no,7,0,3.30567464186,-,-
114,001,0,source,14,OATHS,LF,target,right,aqua,imageability,liberal,no,3,0,3.30567427521,-,-
114,001,0,source,15,LEGALITY,LF,target,left,yellow,pleasantness,liberal,no,2,1,2.85250799754,-,-
114,001,0,source,16,ROPED,LF,target,right,aqua,imageability,conservative,yes,8,1,1.94605409511,-,-
114,001,0,source,17,IGNOBLE,LF,target,left,yellow,pleasantness,liberal,no,7,0,3.43875567603,-,-
114,001,0,source,18,VAINLY,LF,target,left,yellow,pleasantness,conservative,no,1,1,2.8791830815,-,-
114,001,0,source,19,HICKORY,LF,target,left,yellow,pleasantness,liberal,no,1,1,2.34602491319,-,-
114,001,0,source,20,VALUE,HF,target,left,yellow,pleasantness,conservative,no,8,0,3.21239836724,-,-
114,001,0,source,21,FANATICS,LF,target,left,yellow,pleasantness,conservative,no,1,1,3.15900274005,-,-
114,001,0,source,22,SICKENED,LF,target,left,yellow,pleasantness,conservative,no,7,0,3.45227248897,-,-
114,001,0,source,23,EMIGRATED,LF,target,right,aqua,imageability,conservative,no,9,1,2.26590654301,-,-
114,001,0,source,24,ALDER,LF,target,right,aqua,imageability,conservative,no,9,1,1.519701479,-,-
114,001,0,source,25,DEGREE,HF,target,right,aqua,imageability,conservative,no,9,1,1.95952728181,-,-
114,001,0,source,26,PHANTOMS,LF,target,right,aqua,imageability,liberal,no,9,1,0.986578138312,-,-
114,001,0,source,27,ORDER,HF,target,left,yellow,pleasantness,conservative,yes,8,0,1.14648199925,-,-
114,001,0,source,28,HOWEVER,HF,target,left,yellow,pleasantness,liberal,no,3,1,3.11888416449,-,-
114,001,0,source,29,CORNER,HF,target,left,yellow,pleasantness,liberal,no,2,1,2.50580412755,-,-
114,001,0,source,30,NAPPY,LF,target,right,aqua,imageability,conservative,no,8,1,1.93290168984,-,-
114,001,0,source,31,RIVER,HF,target,left,yellow,pleasantness,conservative,no,9,0,2.03948764422,-,-
114,001,0,source,32,NEEDED,HF,target,left,yellow,pleasantness,conservative,no,1,1,2.94574907777,-,-
114,001,0,source,33,ALREADY,HF,target,right,aqua,imageability,conservative,yes,8,1,1.07987127686,-,-
114,001,0,source,34,RIPEN,LF,target,right,aqua,imageability,liberal,no,7,1,2.5057703997,-,-
114,001,0,source,35,UNION,HF,target,right,aqua,imageability,liberal,no,9,1,2.75920349424,-,-
114,001,0,source,36,CAMPANILE,LF,target,right,aqua,imageability,conservative,no,3,0,3.74549641204,-,-
114,001,0,source,37,WANTED,HF,target,right,aqua,imageability,liberal,yes,9,1,1.35976425681,-,-
114,001,0,source,38,NUMBER,HF,target,left,yellow,pleasantness,liberal,no,2,1,2.1195048308,-,-
114,001,0,source,39,SUMMER,HF,target,right,aqua,imageability,conservative,no,8,1,2.38605220336,-,-
114,001,0,source,40,COMES,HF,target,right,aqua,imageability,conservative,no,1,0,2.75924052158,-,-
114,001,0,source,41,PEDALLING,LF,target,left,yellow,pleasantness,liberal,no,1,1,1.95952288253,-,-
